Age,Attrition,BusinessTravel,Daily Rate,Department,Distance From Home,Education,Education Field,EmployeeNumber,Environment Satisfaction,Gender,Hourly Rate,Job Involvement,Job Level,JobRole,Job Satisfaction,Marital Status,Monthly Income,Monthly Rate,Num Companies Worked,Overtime,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Stock Option Level,Total Working Years,Training Times Last Year,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Current Manager
29,No,Travel Rarely,1246,Sales,19,Bachelor,Life Sciences,1497,High,Male,77,Medium,2,Sales Executive,High,Divorced,8620,23757,1.0,No Overtime,14,3,High,2,10.0,3,High,10,7.0,0.0,4.0
30,No,Travel Rarely,330,Human Resources,1,Bachelor,Life Sciences,1499,High,Male,46,High,1,Human Resources,High,Divorced,2064,15428,0.0,No Overtime,21,4,Low,1,6.0,3,Very High,5,3.0,1.0,3.0
55,No,Travel Rarely,1229,Research & Development,4,Master,Life Sciences,1501,Very High,Male,30,High,2,Healthcare Representative,High,Married,4035,16143,0.0,Overtime,16,3,Medium,0,4.0,2,High,3,2.0,1.0,2.0
33,No,Travel Rarely,1099,Research & Development,4,Master,Medical,1502,Low,Female,82,Medium,1,Laboratory Technician,Medium,Married,3838,8192,8.0,No Overtime,11,3,Very High,0,8.0,5,High,5,4.0,0.0,2.0
47,No,Travel Rarely,571,Sales,14,Bachelor,Medical,1503,High,Female,78,High,2,Sales Executive,High,Married,4591,24200,3.0,Overtime,17,3,High,1,11.0,4,Medium,5,4.0,1.0,2.0
28,Yes,Travel Frequently,289,Research & Development,2,College,Medical,1504,High,Male,38,Medium,1,Laboratory Technician,Low,Single,2561,5355,7.0,No Overtime,11,3,High,0,8.0,2,Medium,0,0.0,0.0,0.0
28,No,Travel Rarely,1423,Research & Development,1,Bachelor,Life Sciences,1506,Low,Male,72,Medium,1,Research Scientist,High,Divorced,1563,12530,1.0,No Overtime,14,3,Very High,1,1.0,2,Low,1,0.0,0.0,0.0
28,No,Travel Frequently,467,Sales,7,Bachelor,Life Sciences,1507,High,Male,55,High,2,Sales Executive,Low,Single,4898,11827,0.0,No Overtime,14,3,Very High,0,5.0,5,High,4,2.0,1.0,3.0
49,No,Travel Rarely,271,Research & Development,3,College,Medical,1509,High,Female,43,Medium,2,Laboratory Technician,Low,Married,4789,23070,4.0,No Overtime,25,4,Low,1,10.0,3,High,3,2.0,1.0,2.0
29,No,Travel Frequently,410,Research & Development,2,Below College,Life Sciences,1513,Very High,Female,97,High,1,Laboratory Technician,Medium,Married,3180,4668,0.0,No Overtime,13,3,High,3,4.0,3,High,3,2.0,0.0,2.0
28,No,Travel Rarely,1083,Research & Development,29,Below College,Life Sciences,1514,High,Male,96,Low,2,Manufacturing Director,Medium,Married,6549,3173,1.0,No Overtime,14,3,Medium,2,8.0,2,Medium,8,6.0,1.0,7.0
33,No,Travel Rarely,516,Research & Development,8,Doctor,Life Sciences,1515,Very High,Male,69,High,2,Healthcare Representative,High,Single,6388,22049,2.0,Overtime,17,3,Low,0,14.0,6,High,0,0.0,0.0,0.0
32,No,Travel Rarely,495,Research & Development,10,Bachelor,Medical,1516,High,Male,64,High,3,Manager,Very High,Single,11244,21072,2.0,No Overtime,25,4,Medium,0,10.0,5,Very High,5,2.0,0.0,0.0
54,No,Travel Frequently,1050,Research & Development,11,Master,Medical,1520,Medium,Female,87,High,4,Manager,Very High,Divorced,16032,24456,3.0,No Overtime,20,4,Low,1,26.0,2,High,14,9.0,1.0,12.0
29,Yes,Travel Rarely,224,Research & Development,1,Master,Technical Degree,1522,Low,Male,100,Medium,1,Research Scientist,Low,Single,2362,7568,6.0,No Overtime,13,3,High,0,11.0,2,Low,9,7.0,0.0,7.0
44,No,Travel Rarely,136,Research & Development,28,Bachelor,Life Sciences,1523,Very High,Male,32,High,4,Research Director,Low,Married,16328,22074,3.0,No Overtime,13,3,High,1,24.0,1,Very High,18,6.0,7.5,14.5
39,No,Travel Rarely,1089,Research & Development,6,Bachelor,Life Sciences,1525,Medium,Female,32,High,3,Manufacturing Director,Medium,Single,8376,9150,4.0,No Overtime,18,3,Very High,0,9.0,3,High,2,0.0,2.0,2.0
46,No,Travel Rarely,228,Sales,3,Bachelor,Life Sciences,1527,High,Female,51,High,4,Manager,Medium,Married,16581,11380,8.0,No Overtime,12,3,Very High,1,23.0,2,Very High,13,12.0,5.0,1.0
35,No,Travel Rarely,1029,Research & Development,16,Bachelor,Life Sciences,1529,Very High,Female,91,Medium,3,Healthcare Representative,Medium,Single,8606,21195,1.0,No Overtime,19,3,Very High,0,11.0,3,Low,11,8.0,3.0,3.0
23,No,Travel Rarely,507,Research & Development,20,Below College,Life Sciences,1533,Low,Male,97,High,2,Laboratory Technician,High,Single,2272,24812,0.0,No Overtime,14,3,Medium,0,5.0,2,High,4,3.0,1.0,2.0
40,Yes,Travel Rarely,676,Research & Development,9,Master,Life Sciences,1534,Very High,Male,86,High,1,Laboratory Technician,Low,Single,2018,21831,3.0,No Overtime,14,3,Medium,0,15.0,3,Low,5,4.0,1.0,0.0
34,No,Travel Rarely,971,Sales,1,Bachelor,Technical Degree,1535,Very High,Male,64,Medium,3,Sales Executive,High,Married,7083,12288,1.0,Overtime,14,3,Very High,0,10.0,3,High,10,9.0,7.5,6.0
31,Yes,Travel Frequently,561,Research & Development,3,Bachelor,Life Sciences,1537,Very High,Female,33,High,1,Research Scientist,High,Single,4084,4156,1.0,No Overtime,12,3,Low,0,7.0,2,Low,7,2.0,7.0,7.0
50,No,Travel Frequently,333,Research & Development,22,Doctor,Medical,1539,High,Male,88,Low,4,Research Director,Very High,Single,14411,24450,1.0,Overtime,13,3,Very High,0,28.5,2,High,18,6.0,7.5,9.0
34,No,Travel Rarely,1440,Sales,7,College,Technical Degree,1541,Medium,Male,55,High,1,Sales Representative,High,Married,2308,4944,0.0,Overtime,25,4,Medium,1,12.0,4,High,11,10.0,5.0,7.0
42,No,Travel Rarely,1210,Research & Development,2,Bachelor,Medical,1542,High,Male,68,Medium,1,Laboratory Technician,Medium,Married,4841,24052,4.0,No Overtime,14,3,Medium,1,4.0,3,High,1,0.0,0.0,0.0
37,No,Travel Rarely,674,Research & Development,13,Bachelor,Medical,1543,Low,Male,47,High,2,Research Scientist,Very High,Married,4285,3031,1.0,No Overtime,17,3,Low,0,10.0,2,High,10,8.0,3.0,7.0
29,No,Travel Rarely,441,Research & Development,8,Below College,Other,1544,High,Female,39,Low,2,Healthcare Representative,Low,Married,9715,7288,3.0,No Overtime,13,3,High,1,9.0,3,High,7,7.0,0.0,7.0
33,No,Travel Rarely,575,Research & Development,25,Bachelor,Life Sciences,1545,Very High,Male,44,Medium,2,Manufacturing Director,Medium,Single,4320,24152,1.0,No Overtime,13,3,Very High,0,5.0,2,High,5,3.0,0.0,2.0
45,No,Travel Rarely,950,Research & Development,28,Bachelor,Technical Degree,1546,Very High,Male,97,High,1,Research Scientist,Very High,Married,2132,4585,4.0,No Overtime,20,4,Very High,1,8.0,3,High,5,4.0,0.0,3.0
42,No,Travel Frequently,288,Research & Development,2,Bachelor,Life Sciences,1547,Very High,Male,40,High,3,Healthcare Representative,Very High,Married,10124,18611,2.0,Overtime,14,3,High,1,24.0,3,Low,18,8.0,7.5,9.0
40,No,Travel Rarely,1342,Sales,9,College,Medical,1548,Low,Male,47,High,2,Sales Executive,Low,Married,5473,19345,0.0,No Overtime,12,3,Very High,0,9.0,5,Very High,8,4.0,7.0,1.0
33,No,Travel Rarely,589,Research & Development,28,Master,Life Sciences,1549,Medium,Male,79,High,2,Laboratory Technician,High,Married,5207,22949,1.0,Overtime,12,3,Medium,1,15.0,3,High,15,14.0,5.0,7.0
40,No,Travel Rarely,898,Human Resources,6,College,Medical,1550,High,Male,38,High,4,Manager,Very High,Single,16437,17381,1.0,Overtime,21,4,Very High,0,21.0,2,High,18,7.0,7.0,7.0
24,No,Travel Rarely,350,Research & Development,21,College,Technical Degree,1551,High,Male,57,Medium,1,Laboratory Technician,Low,Divorced,2296,10036,0.0,No Overtime,14,3,Medium,3,2.0,3,High,1,1.0,0.0,0.0
40,No,No Travel,1142,Research & Development,8,College,Life Sciences,1552,Very High,Male,72,High,2,Healthcare Representative,Very High,Divorced,4069,8841,3.0,Overtime,18,3,High,0,8.0,2,High,2,2.0,2.0,2.0
45,No,Travel Rarely,538,Research & Development,1,Master,Technical Degree,1553,Low,Male,66,High,3,Healthcare Representative,Medium,Divorced,7441,20933,1.0,No Overtime,12,3,Low,3,10.0,4,High,10,8.0,7.0,7.0
35,No,Travel Rarely,1402,Sales,28,Master,Life Sciences,1554,Medium,Female,98,Medium,1,Sales Representative,High,Married,2430,26204,0.0,No Overtime,23,4,Low,2,6.0,5,High,5,3.0,4.0,2.0
32,No,Travel Rarely,824,Research & Development,5,College,Life Sciences,1555,Very High,Female,67,Medium,2,Research Scientist,Medium,Married,5878,15624,3.0,No Overtime,12,3,Low,1,12.0,2,High,7,1.0,2.0,5.0
36,No,Travel Rarely,1157,Sales,2,Master,Life Sciences,1556,High,Male,70,High,1,Sales Representative,Very High,Single,2644,17001,3.0,Overtime,21,4,Very High,0,7.0,3,Medium,3,2.0,1.0,2.0
48,No,Travel Rarely,492,Sales,16,Master,Life Sciences,1557,High,Female,96,High,2,Sales Executive,High,Divorced,6439,13693,8.0,No Overtime,14,3,High,1,18.0,2,High,8,7.0,7.0,7.0
29,No,Travel Rarely,598,Research & Development,9,Bachelor,Life Sciences,1558,High,Male,91,Very High,1,Research Scientist,High,Married,2451,22376,6.0,No Overtime,18,3,Low,2,5.0,2,Medium,1,0.0,0.0,0.0
33,No,Travel Rarely,1242,Sales,8,Master,Life Sciences,1560,Low,Male,46,High,2,Sales Executive,Low,Married,6392,10589,2.0,No Overtime,13,3,Very High,1,8.0,6,Low,2,2.0,2.0,2.0
30,Yes,Travel Rarely,740,Sales,1,Bachelor,Life Sciences,1562,Medium,Male,64,Medium,2,Sales Executive,Low,Married,9714,5323,1.0,No Overtime,11,3,Very High,1,10.0,4,High,10,8.0,6.0,7.0
38,No,Travel Frequently,888,Human Resources,10,Master,Human Resources,1563,High,Male,71,High,2,Human Resources,High,Married,6077,14814,3.0,No Overtime,11,3,High,0,10.0,2,High,6,3.0,1.0,2.0
35,No,Travel Rarely,992,Research & Development,1,Bachelor,Medical,1564,Very High,Male,68,Medium,1,Laboratory Technician,Low,Single,2450,21731,1.0,No Overtime,19,3,Medium,0,3.0,3,High,3,0.0,1.0,2.0
30,No,Travel Rarely,1288,Sales,29,Master,Technical Degree,1568,High,Male,33,High,3,Sales Executive,Medium,Married,9250,17799,3.0,No Overtime,12,3,Medium,1,9.0,3,High,4,2.0,1.0,3.0
35,Yes,Travel Rarely,104,Research & Development,2,Bachelor,Life Sciences,1569,Low,Female,69,High,1,Laboratory Technician,Low,Divorced,2074,26619,1.0,Overtime,12,3,Very High,1,1.0,2,High,1,0.0,0.0,0.0
53,Yes,Travel Rarely,607,Research & Development,2,Doctor,Technical Degree,1572,High,Female,78,Medium,3,Manufacturing Director,Very High,Married,10169,14618,0.0,No Overtime,16,3,Medium,1,28.5,4,High,18,7.0,1.0,9.0
38,Yes,Travel Rarely,903,Research & Development,2,Bachelor,Medical,1573,High,Male,81,High,2,Manufacturing Director,Medium,Married,4855,7653,4.0,No Overtime,11,3,Low,2,7.0,2,High,5,2.0,1.0,4.0
32,No,No Travel,1200,Research & Development,1,Master,Technical Degree,1574,Very High,Male,62,High,2,Research Scientist,Low,Married,4087,25174,4.0,No Overtime,14,3,Medium,1,9.0,3,Medium,6,5.0,1.0,2.0
48,No,Travel Rarely,1108,Research & Development,15,Master,Other,1576,High,Female,65,High,1,Research Scientist,Low,Married,2367,16530,8.0,No Overtime,12,3,Very High,1,10.0,3,Medium,8,2.0,7.0,6.0
34,No,Travel Rarely,479,Research & Development,7,Master,Medical,1577,Low,Male,35,High,1,Research Scientist,Very High,Single,2972,22061,1.0,No Overtime,13,3,High,0,1.0,4,Low,1,0.0,0.0,0.0
55,No,Travel Rarely,685,Sales,26,Doctor,Marketing,1578,High,Male,60,Medium,5,Manager,Very High,Married,16581,23037,1.0,No Overtime,21,4,High,1,28.5,3,High,18,6.0,2.0,13.0
34,No,Travel Rarely,1351,Research & Development,1,Master,Life Sciences,1580,Medium,Male,45,High,2,Research Scientist,Very High,Married,5484,13008,8.5,No Overtime,17,3,Medium,1,9.0,3,Medium,2,2.0,2.0,1.0
26,No,Travel Rarely,474,Research & Development,3,Bachelor,Life Sciences,1581,Low,Female,89,High,1,Research Scientist,Very High,Married,2061,11133,1.0,No Overtime,21,4,Low,0,1.0,5,High,1,0.0,0.0,0.0
38,No,Travel Rarely,1245,Sales,14,Bachelor,Life Sciences,1582,High,Male,80,High,2,Sales Executive,Medium,Married,9924,12355,0.0,No Overtime,11,3,Very High,1,10.0,3,High,9,8.0,7.0,7.0
38,No,Travel Rarely,437,Sales,16,Bachelor,Life Sciences,1583,Medium,Female,90,High,2,Sales Executive,Medium,Single,4198,16379,2.0,No Overtime,12,3,Medium,0,8.0,5,Very High,3,2.0,1.0,2.0
36,No,Travel Rarely,884,Sales,1,Master,Life Sciences,1585,Medium,Female,73,High,2,Sales Executive,High,Single,6815,21447,6.0,No Overtime,13,3,Low,0,15.0,5,High,1,0.0,0.0,0.0
29,No,Travel Rarely,1370,Research & Development,3,Below College,Medical,1586,Medium,Male,87,High,1,Laboratory Technician,Low,Single,4723,16213,1.0,Overtime,18,3,Very High,0,10.0,3,High,10,9.0,1.0,5.0
35,No,Travel Rarely,670,Research & Development,10,Master,Medical,1587,Low,Female,51,High,2,Healthcare Representative,High,Single,6142,4223,3.0,Overtime,16,3,High,0,10.0,4,High,5,2.0,0.0,4.0
39,No,Travel Rarely,1462,Sales,6,Bachelor,Medical,1588,Very High,Male,38,Very High,3,Sales Executive,High,Married,8237,4658,2.0,No Overtime,11,3,Low,1,11.0,3,High,7,6.0,7.0,6.0
29,No,Travel Frequently,995,Research & Development,2,Below College,Life Sciences,1590,Low,Male,87,High,2,Healthcare Representative,Very High,Divorced,8853,24483,1.0,No Overtime,19,3,Very High,1,6.0,0,Very High,6,4.0,1.0,3.0
50,No,Travel Rarely,264,Sales,9,Bachelor,Marketing,1591,High,Male,59,High,5,Manager,High,Married,16581,19519,4.0,Overtime,16,3,High,1,27.0,2,High,1,0.0,0.0,0.0
23,No,Travel Rarely,977,Research & Development,10,Bachelor,Technical Degree,1592,Very High,Male,45,Very High,1,Research Scientist,High,Married,2073,12826,2.0,No Overtime,16,3,Very High,1,4.0,2,High,2,2.0,2.0,2.0
36,No,Travel Frequently,1302,Research & Development,6,Master,Life Sciences,1594,Low,Male,80,Very High,2,Laboratory Technician,Low,Married,5562,19711,3.0,Overtime,13,3,Very High,1,9.0,3,High,3,2.0,0.0,2.0
42,No,Travel Rarely,1059,Research & Development,9,College,Other,1595,Very High,Male,93,Medium,5,Manager,Very High,Single,16581,26362,8.0,No Overtime,22,4,Very High,0,24.0,2,High,1,0.0,0.0,1.0
35,No,Travel Rarely,750,Research & Development,28,Bachelor,Life Sciences,1596,Medium,Male,46,Very High,2,Laboratory Technician,High,Married,3407,25348,1.0,No Overtime,17,3,Very High,2,10.0,3,Medium,10,9.0,6.0,8.0
34,No,Travel Frequently,653,Research & Development,10,Master,Technical Degree,1597,Very High,Male,92,Medium,2,Healthcare Representative,High,Married,5063,15332,1.0,No Overtime,14,3,Medium,1,8.0,3,Medium,8,2.0,7.0,7.0
40,No,Travel Rarely,118,Sales,14,College,Life Sciences,1598,Very High,Female,84,High,2,Sales Executive,Low,Married,4639,11262,1.0,No Overtime,15,3,High,1,5.0,2,High,5,4.0,1.0,2.0
43,No,Travel Rarely,990,Research & Development,27,Bachelor,Technical Degree,1599,Very High,Male,87,Very High,1,Laboratory Technician,Medium,Divorced,4876,5855,5.0,No Overtime,12,3,High,1,8.0,0,High,6,4.0,0.0,2.0
35,No,Travel Rarely,1349,Research & Development,7,College,Life Sciences,1601,High,Male,63,Medium,1,Laboratory Technician,Very High,Married,2690,7713,1.0,No Overtime,18,3,Very High,1,1.0,5,Medium,1,0.0,0.0,1.0
46,No,Travel Rarely,563,Sales,1,Master,Life Sciences,1602,Very High,Male,56,Very High,4,Manager,Low,Single,16581,3156,1.0,No Overtime,15,3,Medium,0,27.0,5,Low,18,0.0,0.0,12.0
28,Yes,Travel Rarely,329,Research & Development,24,Bachelor,Medical,1604,High,Male,51,High,1,Laboratory Technician,Medium,Married,2408,7324,1.0,Overtime,17,3,High,3,1.0,3,High,1,1.0,0.0,0.0
22,No,No Travel,457,Research & Development,26,College,Other,1605,Medium,Female,85,Medium,1,Research Scientist,High,Married,2814,10293,1.0,Overtime,14,3,Medium,0,4.0,2,Medium,4,2.0,1.0,3.0
50,No,Travel Frequently,1234,Research & Development,20,Doctor,Medical,1606,Medium,Male,41,High,4,Healthcare Representative,High,Married,11245,20689,2.0,Overtime,15,3,High,1,28.5,3,High,18,8.0,7.5,13.0
32,No,Travel Rarely,634,Research & Development,5,Master,Other,1607,Medium,Female,35,Very High,1,Research Scientist,Very High,Married,3312,18783,3.0,No Overtime,17,3,Very High,2,6.0,3,High,3,2.0,0.0,2.0
44,No,Travel Rarely,1313,Research & Development,7,Bachelor,Medical,1608,Medium,Female,31,High,5,Research Director,Very High,Divorced,16581,3549,0.0,Overtime,14,3,Very High,1,23.0,4,Medium,18,7.0,1.0,10.0
30,No,Travel Rarely,241,Research & Development,7,Bachelor,Medical,1609,Medium,Male,48,Medium,1,Research Scientist,Medium,Married,2141,5348,1.0,No Overtime,12,3,Medium,1,6.0,3,Medium,6,4.0,1.0,1.0
45,No,Travel Rarely,1015,Research & Development,5,Doctor,Medical,1611,High,Female,50,Low,2,Laboratory Technician,Low,Single,5769,23447,1.0,Overtime,14,3,Low,0,10.0,3,High,10,7.0,1.0,4.0
45,No,No Travel,336,Sales,26,Bachelor,Marketing,1612,Low,Male,52,Medium,2,Sales Executive,Low,Married,4385,24162,1.0,No Overtime,15,3,Low,1,10.0,2,High,10,7.0,4.0,5.0
31,No,Travel Frequently,715,Sales,2,Master,Other,1613,Very High,Male,54,High,2,Sales Executive,Low,Single,5332,21602,7.0,No Overtime,13,3,Very High,0,10.0,3,High,5,2.0,0.0,3.0
36,No,Travel Rarely,559,Research & Development,12,Master,Life Sciences,1614,High,Female,76,High,2,Manufacturing Director,High,Married,4663,12421,8.5,Overtime,12,3,Medium,2,7.0,2,High,3,2.0,1.0,1.0
34,No,Travel Frequently,426,Research & Development,10,Master,Life Sciences,1615,High,Male,42,Very High,2,Manufacturing Director,Very High,Divorced,4724,17000,1.0,No Overtime,13,3,Low,1,9.0,3,High,9,7.0,7.0,2.0
49,No,Travel Rarely,722,Research & Development,25,Master,Life Sciences,1617,High,Female,84,High,1,Laboratory Technician,Low,Married,3211,22102,1.0,No Overtime,14,3,Very High,1,10.0,3,Medium,9,6.0,1.0,4.0
39,No,Travel Rarely,1387,Research & Development,10,Doctor,Medical,1618,Medium,Male,76,High,2,Manufacturing Director,Low,Married,5377,3835,2.0,No Overtime,13,3,Very High,3,10.0,3,High,7,7.0,7.0,7.0
27,No,Travel Rarely,1302,Research & Development,19,Bachelor,Other,1619,Very High,Male,67,Medium,1,Laboratory Technician,Low,Divorced,4066,16290,1.0,No Overtime,11,3,Low,2,7.0,3,High,7,7.0,0.0,7.0
35,No,Travel Rarely,819,Research & Development,18,Doctor,Life Sciences,1621,Medium,Male,48,Very High,2,Research Scientist,Low,Married,5208,26312,1.0,No Overtime,11,3,Very High,0,16.0,2,High,16,14.5,1.0,10.0
28,No,Travel Rarely,580,Research & Development,27,Bachelor,Medical,1622,Medium,Female,39,Low,2,Manufacturing Director,Low,Divorced,4877,20460,0.0,No Overtime,21,4,Medium,1,6.0,5,Medium,5,3.0,0.0,0.0
21,No,Travel Rarely,546,Research & Development,5,Below College,Medical,1623,High,Male,97,High,1,Research Scientist,Very High,Single,3117,26009,1.0,No Overtime,18,3,High,0,3.0,2,High,2,2.0,2.0,2.0
18,Yes,Travel Frequently,544,Sales,3,College,Medical,1624,Medium,Female,70,High,1,Sales Representative,Very High,Single,1569,18420,1.0,Overtime,12,3,High,0,0.0,2,Very High,0,0.0,0.0,0.0
47,No,Travel Rarely,1176,Human Resources,26,Master,Life Sciences,1625,Very High,Female,98,High,5,Manager,High,Married,16581,5220,3.0,No Overtime,11,3,High,1,27.0,2,High,5,2.0,1.0,0.0
39,No,Travel Rarely,170,Research & Development,3,College,Medical,1627,High,Male,76,Medium,2,Laboratory Technician,High,Divorced,3069,10302,0.0,No Overtime,15,3,Very High,1,11.0,3,High,10,8.0,0.0,7.0
40,No,Travel Rarely,884,Research & Development,15,Bachelor,Life Sciences,1628,Low,Female,80,Medium,3,Manufacturing Director,High,Married,10435,25800,1.0,No Overtime,13,3,Very High,2,18.0,2,High,18,14.5,7.5,12.0
35,No,No Travel,208,Research & Development,8,Master,Life Sciences,1630,High,Female,52,High,2,Healthcare Representative,High,Married,4148,12250,1.0,No Overtime,12,3,Very High,1,15.0,5,High,14,11.0,2.0,9.0
37,No,Travel Rarely,671,Research & Development,19,Bachelor,Life Sciences,1631,High,Male,85,High,2,Manufacturing Director,High,Married,5768,26493,3.0,No Overtime,17,3,Low,3,9.0,2,Medium,4,3.0,0.0,2.0
39,No,Travel Frequently,711,Research & Development,4,Bachelor,Medical,1633,Low,Female,81,High,2,Manufacturing Director,High,Single,5042,3140,0.0,No Overtime,13,3,Very High,0,10.0,2,Low,9,2.0,3.0,8.0
45,No,Travel Rarely,1329,Research & Development,2,College,Other,1635,Very High,Female,59,Medium,2,Manufacturing Director,Very High,Divorced,5770,5388,1.0,No Overtime,19,3,Low,2,10.0,3,High,10,7.0,3.0,9.0
38,No,Travel Rarely,397,Research & Development,2,College,Medical,1638,Very High,Female,54,Medium,3,Manufacturing Director,High,Married,7756,14199,3.0,Overtime,19,3,Very High,1,10.0,6,Very High,5,4.0,0.0,2.0
35,Yes,Travel Rarely,737,Sales,10,Bachelor,Medical,1639,Very High,Male,55,Medium,3,Sales Executive,Low,Married,10306,21530,8.5,No Overtime,17,3,High,0,15.0,3,High,13,12.0,6.0,0.0
37,No,Travel Rarely,1470,Research & Development,10,Bachelor,Medical,1640,Medium,Female,71,High,1,Research Scientist,Medium,Married,3936,9953,1.0,No Overtime,11,3,Low,1,8.0,2,Low,8,4.0,7.0,7.0
40,No,Travel Rarely,448,Research & Development,16,Bachelor,Life Sciences,1641,High,Female,84,High,3,Manufacturing Director,Very High,Single,7945,19948,6.0,Overtime,15,3,Very High,0,18.0,2,Medium,4,2.0,3.0,3.0
44,No,Travel Frequently,602,Human Resources,1,Doctor,Human Resources,1642,Low,Male,37,High,2,Human Resources,Very High,Married,5743,10503,4.0,Overtime,11,3,High,0,14.0,3,High,10,7.0,0.0,2.0
48,No,Travel Frequently,365,Research & Development,4,Doctor,Medical,1644,High,Male,89,Medium,4,Manager,Very High,Married,15202,5602,2.0,No Overtime,25,4,Medium,1,23.0,3,High,2,2.0,2.0,2.0
35,Yes,Travel Rarely,763,Sales,15,College,Medical,1645,Low,Male,59,Low,2,Sales Executive,Very High,Divorced,5440,22098,6.0,Overtime,14,3,Very High,2,7.0,2,Medium,2,2.0,2.0,2.0
24,No,Travel Frequently,567,Research & Development,2,Below College,Technical Degree,1646,Low,Female,32,High,1,Research Scientist,Very High,Single,3760,17218,1.0,Overtime,13,3,High,0,6.0,2,High,6,3.0,1.0,3.0
27,No,Travel Rarely,486,Research & Development,8,Bachelor,Medical,1647,Medium,Female,86,Very High,1,Research Scientist,High,Married,3517,22490,7.0,No Overtime,17,3,Low,0,5.0,0,High,3,2.0,0.0,2.0
27,No,Travel Frequently,591,Research & Development,2,Bachelor,Medical,1648,Very High,Male,87,High,1,Research Scientist,Very High,Single,2580,6297,2.0,No Overtime,13,3,High,0,6.0,0,Medium,4,2.0,1.0,2.0
40,Yes,Travel Rarely,1329,Research & Development,7,Bachelor,Life Sciences,1649,Low,Male,73,High,1,Laboratory Technician,Low,Single,2166,3339,3.0,Overtime,14,3,Medium,0,10.0,3,Low,4,2.0,0.0,3.0
29,No,Travel Rarely,469,Sales,10,Bachelor,Medical,1650,High,Male,42,Medium,2,Sales Executive,High,Single,5869,23413,8.5,No Overtime,11,3,High,0,8.0,2,High,5,2.0,1.0,4.0
36,No,Travel Rarely,711,Research & Development,5,Master,Life Sciences,1651,Medium,Female,42,High,3,Healthcare Representative,Low,Married,8008,22792,4.0,No Overtime,12,3,High,2,9.0,6,High,3,2.0,0.0,2.0
25,No,Travel Frequently,772,Research & Development,2,Below College,Life Sciences,1653,Very High,Male,77,Very High,2,Manufacturing Director,High,Divorced,5206,4973,1.0,No Overtime,17,3,High,2,7.0,6,High,7,7.0,0.0,7.0
39,No,Travel Rarely,492,Research & Development,12,Bachelor,Medical,1654,Very High,Male,66,High,2,Manufacturing Director,Medium,Married,5295,7693,4.0,No Overtime,21,4,High,0,7.0,3,High,5,4.0,1.0,0.0
49,No,Travel Rarely,301,Research & Development,22,Master,Other,1655,Low,Female,72,High,4,Research Director,Medium,Married,16413,3498,3.0,No Overtime,16,3,Medium,2,27.0,2,High,4,2.0,1.0,2.0
50,No,Travel Rarely,813,Research & Development,17,Doctor,Life Sciences,1656,Very High,Female,50,Medium,3,Research Director,Low,Divorced,13269,21981,5.0,No Overtime,15,3,High,3,19.0,3,High,14,11.0,1.0,11.0
20,No,Travel Rarely,1141,Sales,2,Bachelor,Medical,1657,High,Female,31,High,1,Sales Representative,High,Single,2783,13251,1.0,No Overtime,19,3,Low,0,2.0,3,High,2,2.0,2.0,2.0
34,No,Travel Rarely,1130,Research & Development,3,Bachelor,Life Sciences,1658,Very High,Female,66,High,2,Research Scientist,Medium,Divorced,5433,19332,1.0,No Overtime,12,3,High,1,11.0,2,High,11,8.0,7.0,9.0
36,No,Travel Rarely,311,Research & Development,7,Bachelor,Life Sciences,1659,Low,Male,77,High,1,Laboratory Technician,Medium,Single,2013,10950,2.0,No Overtime,11,3,High,0,15.0,4,High,4,3.0,1.0,3.0
49,No,Travel Rarely,465,Research & Development,6,Below College,Life Sciences,1661,High,Female,41,Medium,4,Healthcare Representative,High,Married,13966,11652,2.0,Overtime,19,3,Medium,1,28.5,3,High,15,11.0,2.0,12.0
36,No,No Travel,894,Research & Development,1,Master,Medical,1662,Very High,Female,33,Medium,2,Manufacturing Director,High,Married,4374,15411,0.0,No Overtime,15,3,High,0,4.0,6,High,3,2.0,1.0,2.0
36,No,Travel Rarely,1040,Research & Development,3,College,Life Sciences,1664,Very High,Male,79,Very High,2,Healthcare Representative,Low,Divorced,6842,26308,6.0,No Overtime,20,4,Low,1,13.0,3,High,5,4.0,0.0,4.0
54,No,Travel Rarely,584,Research & Development,22,Doctor,Medical,1665,Medium,Female,91,High,4,Manager,High,Married,16581,18685,3.0,No Overtime,25,4,High,1,28.5,6,High,10,8.0,4.0,7.0
43,No,Travel Rarely,1291,Research & Development,15,College,Life Sciences,1666,High,Male,65,Medium,4,Research Director,High,Married,16581,3525,1.0,No Overtime,24,4,Low,1,14.0,3,High,14,10.0,6.0,11.0
35,Yes,Travel Frequently,880,Sales,12,Master,Other,1667,Very High,Male,36,High,2,Sales Executive,Very High,Single,4581,10414,3.0,Overtime,24,4,Low,0,13.0,2,Very High,11,9.0,6.0,7.0
38,No,Travel Frequently,1189,Research & Development,1,Bachelor,Life Sciences,1668,Very High,Male,90,High,2,Research Scientist,Very High,Married,4735,9867,7.0,No Overtime,15,3,Very High,2,19.0,4,Very High,13,11.0,2.0,9.0
